day
360,4,6,0,120,0,2,0.0,300,4,6,0,60,2,4,2.193,600,4,6,0
150,4,6,0,30,2,0,2.193,510,4,6,0,30,2,1,2.193,30,4,6,0,30,2,3,2.193,30,2,2,2.193,630,4,6,0
210,4,6,0,60,1,0,2.004,120,2,2,2.193,390,4,6,0,60,1,0,2.004,600,4,6,0
300,4,6,0,30,2,2,2.193,30,4,6,0,30,2,4,2.193,180,4,6,0,30,2,0,2.193,480,4,6,0,30,2,0,2.193,330,4,6,0
180,4,6,0,30,0,2,0.0,90,4,6,0,60,0,4,0.0,30,4,6,0,30,0,4,0.0,120,4,6,0,30,0,3,0.0,60,4,6,0,30,0,4,0.0,120,4,6,0,90,0,5,0.0,570,4,6,0
120,4,6,0,180,1,0,0.75,480,4,6,0,210,1,0,0.75,450,4,6,0
90,4,6,0,60,1,0,2.004,120,4,6,0,60,1,1,2.004,360,4,6,0,150,2,4,2.193,60,4,6,0,30,0,2,0.0,510,4,6,0
270,4,6,0,30,2,0,2.193,480,4,6,0,30,2,0,2.193,30,4,6,0,90,2,4,2.193,510,4,6,0
240,4,6,0,90,1,0,2.004,150,4,6,0,120,1,2,0.495,210,4,6,0,60,2,1,1.935,570,4,6,0
270,4,6,0,60,2,4,2.193,30,2,3,2.193,30,1,2,0.32399999999999995,30,4,6,0,60,1,0,0.32399999999999995,780,4,6,0,60,2,5,2.193,120,4,6,0
240,4,6,0,60,0,0,0.0,510,4,6,0,60,0,0,0.0,30,4,6,0,30,0,2,0.0,30,4,6,0,30,2,5,2.193,30,4,6,0,30,0,2,0.0,390,4,6,0
210,4,6,0,60,1,0,0.495,1170,4,6,0
270,4,6,0,30,0,0,0.0,270,1,1,2.004,30,4,6,0,30,2,2,2.193,810,4,6,0
240,4,6,0,30,2,4,2.193,120,4,6,0,30,0,2,0.0,30,0,5,0.0,330,4,6,0,30,0,0,0.0,60,2,4,2.193,570,4,6,0
240,4,6,0,30,1,0,0.495,240,4,6,0,30,1,5,0.32399999999999995,300,4,6,0,60,0,2,0.0,60,4,6,0,30,2,3,2.193,450,4,6,0
390,4,6,0,30,0,4,0.0,540,4,6,0,30,1,2,0.495,450,4,6,0
240,4,6,0,60,1,0,2.004,540,4,6,0,60,1,4,0.495,30,4,6,0,30,1,2,0.495,150,4,6,0,30,1,2,0.495,300,4,6,0
240,4,6,0,120,0,1,0.0,120,4,6,0,60,1,0,0.75,180,4,6,0,30,0,4,0.0,690,4,6,0
150,4,6,0,60,1,0,0.495,180,4,6,0,90,0,2,0.0,120,4,6,0,30,2,4,2.193,60,4,6,0,30,2,4,2.193,120,4,6,0,60,1,0,0.495,540,4,6,0
240,4,6,0,30,2,0,2.193,210,4,6,0,60,1,5,2.004,270,4,6,0,30,2,0,2.193,30,4,6,0,30,0,2,0.0,540,4,6,0
240,4,6,0,30,2,0,2.193,90,4,6,0,30,2,2,2.193,30,4,6,0,30,2,4,2.193,480,4,6,0,30,1,5,0.75,480,4,6,0
180,4,6,0,60,0,2,0.0,1200,4,6,0
270,4,6,0,30,0,0,0.0,420,4,6,0,30,1,2,2.004,690,4,6,0
210,4,6,0,30,0,0,0.0,60,4,6,0,120,1,1,0.495,30,4,6,0,120,2,4,2.193,870,4,6,0
330,4,6,0,30,2,0,2.193,180,4,6,0,30,2,1,2.193,150,4,6,0,30,2,0,2.193,630,4,6,0,30,2,2,2.193,30,4,6,0
240,4,6,0,60,0,0,0.0,480,4,6,0,30,1,2,0.75,630,4,6,0
180,4,6,0,360,2,5,1.935,900,4,6,0
210,4,6,0,210,0,5,0.0,1020,4,6,0
180,4,6,0,90,0,0,0.0,1170,4,6,0
540,4,6,0,30,1,2,0.495,870,4,6,0
240,4,6,0,30,1,1,0.75,60,4,6,0,30,1,2,2.004,420,4,6,0,30,1,4,0.75,120,4,6,0,30,1,0,2.004,90,4,6,0,30,0,5,0.0,360,4,6,0
240,4,6,0,30,1,0,2.004,150,4,6,0,30,2,2,2.193,360,4,6,0,30,1,0,2.004,600,4,6,0
240,4,6,0,30,2,3,2.193,30,2,0,2.193,120,4,6,0,30,2,1,2.193,420,4,6,0,60,2,4,2.193,510,4,6,0
240,4,6,0,90,2,0,2.193,1110,4,6,0
270,4,6,0,30,1,0,0.495,330,4,6,0,60,1,1,0.495,120,4,6,0,30,1,0,0.495,30,4,6,0,30,1,2,0.495,30,4,6,0,30,0,4,0.0,480,4,6,0
210,4,6,0,30,1,0,0.495,240,4,6,0,30,1,2,0.495,330,4,6,0,30,1,4,0.495,570,4,6,0
150,4,6,0,210,1,1,2.004,360,4,6,0,210,1,1,2.004,30,4,6,0,30,2,4,2.193,450,4,6,0
60,4,6,0,30,1,1,0.75,750,4,6,0,30,2,4,2.193,150,4,6,0,30,0,2,0.0,30,0,3,0.0,150,4,6,0,30,2,5,2.193,180,4,6,0
0,4,6,0,60,1,1,0.495,150,4,6,0,60,1,0,0.75,120,4,6,0,90,1,2,2.004,300,4,6,0,30,0,4,0.0,630,4,6,0
240,4,6,0,60,2,0,2.193,90,1,3,0.75,90,4,6,0,30,2,2,2.193,150,4,6,0,30,2,4,2.193,750,4,6,0
390,4,6,0,60,0,4,0.0,210,4,6,0,90,2,2,2.193,690,4,6,0
210,4,6,0,60,2,0,2.193,90,4,6,0,120,0,2,0.0,120,4,6,0,120,1,5,0.75,720,4,6,0
300,4,6,0,60,1,4,0.75,360,4,6,0,60,0,0,0.0,660,4,6,0
270,4,6,0,60,2,0,2.193,1110,4,6,0
60,4,6,0,30,2,4,2.193,90,4,6,0,60,2,0,2.193,420,4,6,0,90,2,1,2.193,90,4,6,0,30,2,2,2.193,570,4,6,0
180,4,6,0,60,1,0,2.004,60,4,6,0,30,2,4,2.193,30,0,2,0.0,1080,4,6,0
240,4,6,0,60,1,0,0.75,60,4,6,0,90,1,5,0.75,30,4,6,0,270,1,4,0.75,690,4,6,0
180,4,6,0,30,0,0,0.0,630,4,6,0,30,0,0,0.0,570,4,6,0
240,4,6,0,30,1,1,0.495,30,4,6,0,120,0,2,0.0,1020,4,6,0
1080,4,6,0,30,2,0,2.193,330,4,6,0
210,4,6,0,30,2,1,2.193,120,4,6,0,60,1,2,0.75,30,1,3,0.32399999999999995,30,4,6,0,60,2,0,1.935,60,1,4,0.495,90,4,6,0,30,0,5,0.0,720,4,6,0
210,4,6,0,60,1,1,2.004,210,4,6,0,30,1,4,0.495,720,4,6,0,30,1,2,2.004,180,4,6,0
210,4,6,0,30,1,3,0.32399999999999995,30,2,0,2.193,510,4,6,0,30,0,4,0.0,630,4,6,0
180,4,6,0,30,1,0,0.75,1230,4,6,0
420,4,6,0,60,2,4,2.193,450,4,6,0,30,0,2,0.0,480,4,6,0
300,4,6,0,60,1,0,0.495,90,2,4,2.193,450,4,6,0,30,2,2,1.935,510,4,6,0
210,4,6,0,30,1,0,0.495,240,4,6,0,120,1,1,0.495,240,4,6,0,60,1,2,0.495,30,4,6,0,30,1,4,0.495,480,4,6,0
180,4,6,0,90,1,0,0.495,360,4,6,0,120,2,1,2.193,150,4,6,0,90,2,4,1.935,450,4,6,0
180,4,6,0,60,2,0,2.193,60,4,6,0,780,0,2,0.0,360,4,6,0
180,4,6,0,30,0,0,0.0,240,4,6,0,90,2,1,2.193,900,4,6,0
120,4,6,0,30,0,0,0.0,150,4,6,0,30,0,4,0.0,600,4,6,0,30,0,0,0.0,30,4,6,0,30,0,2,0.0,420,4,6,0
210,4,6,0,30,0,3,0.0,60,1,0,2.004,180,4,6,0,30,2,2,2.193,930,4,6,0
240,4,6,0,30,0,0,0.0,30,4,6,0,30,1,2,2.004,540,4,6,0,30,2,1,1.935,540,4,6,0
270,4,6,0,60,1,0,2.004,30,4,6,0,60,1,1,0.495,60,2,5,1.935,90,1,4,0.75,240,4,6,0,90,1,0,2.004,540,4,6,0
750,4,6,0,180,2,0,2.193,510,4,6,0
180,4,6,0,30,0,0,0.0,510,4,6,0,30,1,4,0.75,180,4,6,0,60,1,2,0.75,270,4,6,0,60,1,5,0.75,120,4,6,0
330,4,6,0,30,0,0,0.0,150,4,6,0,30,0,1,0.0,330,4,6,0,30,0,0,0.0,60,1,2,2.004,30,0,4,0.0,450,4,6,0
180,4,6,0,60,1,0,0.495,660,4,6,0,60,2,1,2.193,480,4,6,0
180,4,6,0,30,1,0,0.75,180,4,6,0,30,1,2,0.75,30,1,4,0.75,540,4,6,0,30,1,0,0.75,420,4,6,0
420,4,6,0,60,1,1,0.495,60,4,6,0,60,0,0,0.0,240,4,6,0,30,2,2,1.935,570,4,6,0
510,4,6,0,30,2,1,2.193,150,4,6,0,90,1,4,0.75,30,4,6,0,60,2,0,1.935,570,4,6,0
300,4,6,0,60,1,4,0.75,240,4,6,0,60,1,2,0.75,780,4,6,0
180,4,6,0,30,2,3,1.935,180,4,6,0,30,0,0,0.0,120,4,6,0,30,1,5,0.495,30,4,6,0,30,1,1,0.75,210,4,6,0,30,0,2,0.0,570,4,6,0
240,4,6,0,210,2,4,2.193,30,4,6,0,240,0,2,0.0,720,4,6,0
660,4,6,0,30,2,2,2.193,750,4,6,0
210,4,6,0,90,2,3,2.193,60,2,1,2.193,270,4,6,0,120,2,2,2.193,30,4,6,0,90,2,4,1.935,570,4,6,0
390,4,6,0,30,2,4,2.193,390,4,6,0,30,2,2,2.193,240,4,6,0,30,2,2,2.193,330,4,6,0
240,4,6,0,30,1,0,0.75,30,4,6,0,120,2,2,2.193,1020,4,6,0
210,4,6,0,30,2,0,2.193,480,4,6,0,120,2,1,2.193,600,4,6,0
180,4,6,0,60,1,2,2.004,540,4,6,0,60,1,0,0.75,600,4,6,0
180,4,6,0,90,1,0,0.75,90,4,6,0,150,1,4,0.75,930,4,6,0
1260,4,6,0,30,2,4,2.193,150,4,6,0
240,4,6,0,30,2,0,2.193,30,4,6,0,30,2,2,2.193,60,4,6,0,90,2,4,2.193,960,4,6,0
