day
360,4,6,120,0,2,300,4,6,60,2,4,600,4,6
150,4,6,30,2,0,510,4,6,30,2,1,30,4,6,30,2,3,30,2,2,630,4,6
210,4,6,60,1,0,120,2,2,390,4,6,60,1,0,600,4,6
300,4,6,30,2,2,30,4,6,30,2,4,180,4,6,30,2,0,480,4,6,30,2,0,330,4,6
180,4,6,30,0,2,90,4,6,60,0,4,30,4,6,30,0,4,120,4,6,30,0,3,60,4,6,30,0,4,120,4,6,90,0,5,570,4,6
120,4,6,180,1,0,480,4,6,210,1,0,450,4,6
90,4,6,60,1,0,120,4,6,60,1,1,360,4,6,150,2,4,60,4,6,30,0,2,510,4,6
270,4,6,30,2,0,480,4,6,30,2,0,30,4,6,90,2,4,510,4,6
240,4,6,90,1,0,150,4,6,120,1,2,210,4,6,60,2,1,570,4,6
270,4,6,60,2,4,30,2,3,30,1,2,30,4,6,60,1,0,780,4,6,60,2,5,120,4,6
240,4,6,60,0,0,510,4,6,60,0,0,30,4,6,30,0,2,30,4,6,30,2,5,30,4,6,30,0,2,390,4,6
210,4,6,60,1,0,1170,4,6
270,4,6,30,0,0,270,1,1,30,4,6,30,2,2,810,4,6
240,4,6,30,2,4,120,4,6,30,0,2,30,0,5,330,4,6,30,0,0,60,2,4,570,4,6
240,4,6,30,1,0,240,4,6,30,1,5,300,4,6,60,0,2,60,4,6,30,2,3,450,4,6
390,4,6,30,0,4,540,4,6,30,1,2,450,4,6
240,4,6,60,1,0,540,4,6,60,1,4,30,4,6,30,1,2,150,4,6,30,1,2,300,4,6
240,4,6,120,0,1,120,4,6,60,1,0,180,4,6,30,0,4,690,4,6
150,4,6,60,1,0,180,4,6,90,0,2,120,4,6,30,2,4,60,4,6,30,2,4,120,4,6,60,1,0,540,4,6
240,4,6,30,2,0,210,4,6,60,1,5,270,4,6,30,2,0,30,4,6,30,0,2,540,4,6
240,4,6,30,2,0,90,4,6,30,2,2,30,4,6,30,2,4,480,4,6,30,1,5,480,4,6
180,4,6,60,0,2,1200,4,6
