day
350,4,6,20,1,7,110,1,2,290,4,6,20,0,7,50,0,4,600,4,6
150,4,6,30,1,0,500,4,6,20,0,7,20,0,1,20,4,6,20,2,7,20,2,3,30,2,2,630,4,6
200,4,6,20,1,7,50,1,0,120,2,2,380,4,6,20,1,7,40,1,0,20,1,7,590,4,6
300,4,6,20,2,2,20,2,7,10,4,6,20,2,7,10,2,4,20,2,7,160,4,6,20,2,7,10,2,0,20,2,7,470,4,6,20,1,0,20,1,7,320,4,6
180,4,6,30,0,2,90,4,6,60,0,4,30,4,6,20,1,4,20,1,7,100,4,6,20,0,7,20,0,3,60,4,6,20,1,4,20,1,7,110,4,6,90,0,5,570,4,6
120,4,6,180,1,0,480,4,6,210,1,0,450,4,6
90,4,6,50,1,0,20,1,7,100,4,6,20,1,7,50,1,1,360,4,6,150,2,4,60,4,6,30,1,2,510,4,6
270,4,6,30,0,0,470,4,6,20,1,7,20,1,0,20,4,6,20,0,7,80,0,4,510,4,6
230,4,6,20,0,7,80,0,0,150,4,6,120,1,2,200,4,6,20,2,7,50,2,1,570,4,6
270,4,6,60,2,4,30,0,3,30,0,2,20,4,6,20,2,7,50,2,0,780,4,6,60,0,5,120,4,6
240,4,6,60,0,0,500,4,6,20,1,7,50,1,0,30,4,6,20,0,2,20,0,7,20,4,6,30,2,5,20,4,6,20,0,7,20,0,2,390,4,6
210,4,6,60,1,0,1170,4,6
270,4,6,30,0,0,260,1,1,20,1,7,20,4,6,30,0,2,810,4,6
240,4,6,30,2,4,120,4,6,30,0,2,30,1,5,330,4,6,30,2,0,60,1,4,570,4,6
240,4,6,30,1,0,240,4,6,30,1,5,300,4,6,60,0,2,50,4,6,20,0,7,20,0,3,450,4,6
380,4,6,20,0,7,20,0,4,540,4,6,20,1,2,20,1,7,440,4,6
230,4,6,20,0,7,50,0,0,540,4,6,60,0,4,30,4,6,30,1,2,150,4,6,30,1,2,300,4,6
240,4,6,110,0,1,20,0,7,110,4,6,60,2,0,180,4,6,30,0,4,690,4,6
150,4,6,50,1,0,20,1,7,170,4,6,90,0,2,120,4,6,20,2,4,20,2,7,50,4,6,20,0,4,20,0,7,110,4,6,60,1,0,540,4,6
240,4,6,20,0,0,20,0,7,190,4,6,20,1,7,50,1,5,270,4,6,30,2,0,30,4,6,20,0,2,20,0,7,530,4,6
240,4,6,30,2,0,80,4,6,20,0,7,10,0,2,20,0,7,20,4,6,30,2,4,480,4,6,30,2,5,480,4,6
180,4,6,50,2,2,20,2,7,1190,4,6
270,4,6,20,0,0,20,0,7,400,4,6,20,0,7,20,0,2,690,4,6
200,4,6,20,0,7,20,0,0,50,4,6,20,1,7,100,1,1,20,1,7,20,4,6,120,2,4,870,4,6
330,4,6,20,1,0,20,1,7,160,4,6,20,2,7,20,2,1,150,4,6,30,0,0,630,4,6,20,1,2,20,1,7,20,4,6
240,4,6,60,1,0,470,4,6,20,1,7,20,1,2,630,4,6
170,4,6,20,1,7,350,1,5,900,4,6
200,4,6,20,0,7,200,0,5,1020,4,6
180,4,6,80,1,0,20,1,7,1160,4,6
540,4,6,20,0,2,20,0,7,860,4,6
240,4,6,30,1,1,60,4,6,30,1,2,410,4,6,20,1,7,10,1,4,20,1,7,110,4,6,30,1,0,90,4,6,30,0,5,360,4,6
240,4,6,30,0,0,150,4,6,30,0,2,360,4,6,20,1,0,20,1,7,590,4,6
240,4,6,30,2,3,30,1,0,120,4,6,30,2,1,410,4,6,20,1,7,50,1,4,510,4,6
240,4,6,90,1,0,1110,4,6
260,4,6,20,1,7,20,1,0,320,4,6,20,1,7,40,1,1,20,1,7,110,4,6,30,2,0,20,4,6,20,1,7,20,1,2,30,4,6,30,0,4,480,4,6
210,4,6,30,1,0,240,4,6,30,1,2,330,4,6,30,0,4,570,4,6
150,4,6,210,1,1,350,4,6,20,1,7,200,1,1,30,4,6,30,1,4,450,4,6
60,4,6,30,1,1,750,4,6,20,1,4,20,1,7,140,4,6,30,0,2,20,0,3,20,0,7,130,4,6,20,1,7,20,1,5,180,4,6
0,4,6,60,0,1,150,4,6,60,1,0,120,4,6,90,0,2,300,4,6,30,1,4,630,4,6
230,4,6,20,0,7,50,0,0,90,1,3,90,4,6,30,0,2,150,4,6,30,1,4,750,4,6
390,4,6,60,0,4,210,4,6,90,2,2,690,4,6
210,4,6,60,2,0,90,4,6,120,0,2,110,4,6,20,0,7,100,0,5,20,0,7,710,4,6
290,4,6,20,0,7,50,0,4,360,4,6,60,2,0,660,4,6
260,4,6,20,1,7,50,1,0,1110,4,6
60,4,6,30,2,4,90,4,6,60,2,0,420,4,6,90,2,1,90,4,6,30,1,2,570,4,6
180,4,6,50,1,0,20,1,7,40,4,6,20,0,7,20,0,4,30,0,2,1080,4,6
240,4,6,50,1,0,20,1,7,50,4,6,90,1,5,30,4,6,270,2,4,690,4,6
170,4,6,20,1,7,20,1,0,620,4,6,20,0,7,10,0,0,20,0,7,560,4,6
230,4,6,20,1,7,10,1,1,20,1,7,20,4,6,110,0,2,20,0,7,1010,4,6
1080,4,6,30,2,0,330,4,6
210,4,6,30,2,1,120,4,6,60,1,2,20,1,3,20,1,7,20,4,6,60,1,0,50,0,4,20,0,7,70,4,6,20,0,7,20,0,5,720,4,6
200,4,6,20,1,7,40,1,1,20,1,7,190,4,6,20,0,7,20,0,4,710,4,6,20,0,7,10,0,2,20,0,7,170,4,6
200,4,6,20,1,7,20,1,3,30,2,0,500,4,6,20,0,7,20,0,4,630,4,6
180,4,6,20,1,0,20,1,7,1220,4,6
410,4,6,20,2,7,50,2,4,440,4,6,20,0,7,10,0,2,20,0,7,470,4,6
300,4,6,60,0,0,80,0,4,20,0,7,440,4,6,20,2,2,20,2,7,500,4,6
210,4,6,30,2,0,240,4,6,110,0,1,20,0,7,230,4,6,60,1,2,30,4,6,30,0,4,480,4,6
180,4,6,90,1,0,360,4,6,120,2,1,140,4,6,20,1,7,80,1,4,450,4,6
180,4,6,60,1,0,60,4,6,780,1,2,360,4,6
170,4,6,20,2,7,20,2,0,240,4,6,90,2,1,900,4,6
120,4,6,20,0,0,20,0,7,130,4,6,20,0,7,20,0,4,590,4,6,20,1,7,20,1,0,30,4,6,30,2,2,420,4,6
200,4,6,20,0,7,20,0,3,60,2,0,180,4,6,30,1,2,930,4,6
240,4,6,30,0,0,30,4,6,20,2,2,20,2,7,530,4,6,30,1,1,540,4,6
260,4,6,20,1,7,50,1,0,20,4,6,20,1,7,50,1,1,60,2,5,80,1,4,20,1,7,220,4,6,20,0,7,80,0,0,540,4,6
750,4,6,170,1,0,20,1,7,500,4,6
170,4,6,20,1,7,10,1,0,20,1,7,490,4,6,20,1,7,10,1,4,20,1,7,170,4,6,60,2,2,260,4,6,20,0,7,40,0,5,20,0,7,110,4,6
320,4,6,20,0,7,10,0,0,20,0,7,140,4,6,30,1,1,330,4,6,30,0,0,60,1,2,30,0,4,450,4,6
180,4,6,50,0,0,20,0,7,640,4,6,20,2,7,50,2,1,480,4,6
170,4,6,20,1,7,10,1,0,20,1,7,160,4,6,20,1,7,20,1,2,30,1,4,530,4,6,20,0,7,20,0,0,420,4,6
420,4,6,60,0,1,60,4,6,60,0,0,240,4,6,20,0,2,20,0,7,560,4,6
510,4,6,30,2,1,150,4,6,90,1,4,30,4,6,50,0,0,20,0,7,560,4,6
300,4,6,60,0,4,230,4,6,20,1,7,50,1,2,780,4,6
180,4,6,30,0,3,180,4,6,30,0,0,120,4,6,20,1,5,20,1,7,20,4,6,30,1,1,200,4,6,20,0,7,20,0,2,570,4,6
240,4,6,210,1,4,20,4,6,20,0,7,230,0,2,720,4,6
660,4,6,20,2,2,20,2,7,740,4,6
210,4,6,90,0,3,60,2,1,270,4,6,120,2,2,30,4,6,80,2,4,20,2,7,560,4,6
390,4,6,30,0,4,390,4,6,30,2,2,240,4,6,30,0,2,330,4,6
240,4,6,20,1,0,20,1,7,20,4,6,120,1,2,1020,4,6
200,4,6,20,2,7,20,2,0,480,4,6,120,2,1,600,4,6
180,4,6,50,1,2,20,1,7,530,4,6,50,1,0,20,1,7,590,4,6
180,4,6,90,0,0,90,4,6,150,0,4,930,4,6
1260,4,6,30,2,4,150,4,6
240,4,6,20,1,0,20,1,7,20,4,6,30,1,2,60,4,6,90,0,4,960,4,6
120,4,6,20,1,0,20,1,7,250,4,6,20,1,7,20,1,2,200,4,6,20,0,7,20,0,2,60,4,6,30,1,0,30,4,6,30,0,4,600,4,6
410,4,6,20,2,7,20,2,4,30,4,6,30,0,2,930,4,6
150,4,6,20,2,0,20,2,7,550,4,6,20,0,7,10,0,0,20,0,7,50,4,6,20,0,4,20,0,7,560,4,6
230,4,6,20,1,7,10,1,0,20,1,7,560,4,6,30,2,2,60,4,6,30,2,4,480,4,6
330,4,6,20,0,0,20,0,7,230,4,6,30,0,4,200,4,6,20,1,7,10,1,0,20,1,7,20,4,6,60,0,2,150,0,1,330,4,6
380,4,6,20,1,7,20,1,0,120,0,2,60,1,4,50,4,6,20,1,7,110,1,2,660,4,6
330,4,6,90,2,2,1020,4,6
240,4,6,30,2,0,390,4,6,180,2,2,30,2,4,570,4,6
0,4,6,30,2,2,240,4,6,30,1,3,30,4,6,30,1,1,870,4,6,30,1,0,60,2,4,60,4,6,60,1,2
